model,lead,fold,evaluation_window,metric,value,ci_lower,ci_upper,std,n_replicates
lstm,1,2,winter_only,msss_vs_climatology,0.6045508035517849,0.46608145174758653,0.7134144175382487,0.06223902320559643,1000
lstm,1,2,winter_only,msss_vs_persistence,0.0781166021394415,-0.33590369245021984,0.29242198217494286,0.16061485378560889,1000
climatology,1,2,all_months,mae,0.8135916664179569,0.7004305710427097,0.9322022158611227,0.060390819867042166,1000
climatology,1,2,all_months,rmse,0.9843070219614998,0.8456926720633484,1.109477051365884,0.06814969838860427,1000
climatology,1,2,all_months,pearson_r,-0.24839489276511195,-0.4207495982566616,-0.05504174657561459,0.09526984446010961,1000
climatology,1,2,all_months,acc,,,,,1000
climatology,1,2,all_months,msss_vs_climatology,0.0,0.0,0.0,0.0,1000
climatology,1,2,all_months,msss_vs_persistence,-0.5631636978770886,-1.0552869406870296,-0.1399286796467858,0.24008483242127454,1000
persistence,1,2,all_months,mae,0.5885751564173695,0.5228250467442921,0.6559967699727857,0.03388313724222653,1000
persistence,1,2,all_months,rmse,0.7872784305138228,0.7036987992008202,0.8577714741739193,0.038464343098468606,1000
persistence,1,2,all_months,pearson_r,0.6560149619898459,0.5174033912289075,0.7399976436775909,0.05659828955014269,1000
persistence,1,2,all_months,acc,0.6692371786137529,0.5380884871144698,0.747874951030868,0.053925739505005295,1000
persistence,1,2,all_months,msss_vs_climatology,0.360271735226396,0.12275195056720727,0.5134496445073243,0.09982473780864083,1000
persistence,1,2,all_months,msss_vs_persistence,0.0,0.0,0.0,0.0,1000
lstm,1,2,all_months,mae,0.5201966637684495,0.4645398672978796,0.5817217664318213,0.02961518411320428,1000
lstm,1,2,all_months,rmse,0.6734305139949841,0.5836233850618556,0.7620301106796415,0.045788406214049344,1000
lstm,1,2,all_months,pearson_r,0.7242003770321711,0.6337511586778087,0.7912978728804839,0.041272510717053255,1000
lstm,1,2,all_months,acc,0.7362653474227316,0.6527705357967727,0.8000658031324069,0.03826958262942139,1000
lstm,1,2,all_months,msss_vs_climatology,0.5319153330273769,0.38101385770202073,0.6573847296203155,0.06784838936714732,1000
lstm,1,2,all_months,msss_vs_persistence,0.26830704105550907,0.13762054577255417,0.39109855976281466,0.06481852202247929,1000
climatology,1,3,winter_only,mae,0.8073261277136717,0.6599919546911088,0.9572644399348273,0.07603766870724751,1000
climatology,1,3,winter_only,rmse,0.9822368837535858,0.8253052959606021,1.1237703268748493,0.07693608724565516,1000
climatology,1,3,winter_only,pearson_r,-0.11631855162285035,-0.2983849360002428,0.049769773411825056,0.08929900921822807,1000
climatology,1,3,winter_only,acc,,,,,1000
climatology,1,3,winter_only,msss_vs_climatology,0.0,0.0,0.0,0.0,1000
climatology,1,3,winter_only,msss_vs_persistence,-0.5016918338319225,-1.5850161548242707,0.0050790568960988845,0.4219941493808347,1000
persistence,1,3,winter_only,mae,0.6448128599712648,0.482693658280786,0.8319437321940288,0.09111649536327308,1000
persistence,1,3,winter_only,rmse,0.8015411598152733,0.6080300207372693,0.9790192853863117,0.09545907345188462,1000
persistence,1,3,winter_only,pearson_r,0.685077590804654,0.5196100454809067,0.7799243407557717,0.06626123866815943,1000
