fold,lead,model,best_params,best_val_score,best_iteration,n_features_total,n_features_retained,K_eff,boundary_gap,search_duration_s,fit_duration_s,n_trials
2,3,rf,"{""n_estimators"": 500, ""max_depth"": 3, ""min_samples_leaf"": 50, ""max_features"": ""log2""}",-0.6978907690962834,,59,59,4,9,80.12917494773865,81.90195989608765,40
2,3,xgboost,"{""max_depth"": 4, ""learning_rate"": 0.1, ""subsample"": 0.4, ""colsample_bytree"": 0.4, ""reg_lambda"": 1.0, ""min_child_weight"": 50}",-0.6540551792428388,3.0,59,59,4,9,25.56693196296692,26.0512478351593,40
3,3,climatology,{},,,0,0,4,9,0.0,0.013058662414550781,0
3,3,persistence,"{""spei3_column"": ""spei3""}",,,0,0,4,9,0.0,2.002716064453125e-05,0
3,3,ar,"{""p"": 3, ""alpha"": 1.0}",,,3,3,4,9,0.0,0.05257987976074219,0
3,3,ols,{},,,61,61,4,9,0.0,0.43284082412719727,0
3,3,ridge,"{""alpha"": 1000.0}",-0.8483873729207355,,61,61,4,9,4.968497037887573,5.33999490737915,13
3,3,lasso,"{""alpha"": 0.1}",-0.7153747224437722,,61,0,4,9,40.18510603904724,40.57994508743286,9
3,3,elasticnet,"{""alpha"": 1.0, ""l1_ratio"": 0.1}",-0.7153747224437722,,61,0,4,9,142.76559114456177,143.26267218589783,30
3,3,rf,"{""n_estimators"": 500, ""max_depth"": 3, ""min_samples_leaf"": 20, ""max_features"": ""log2""}",-0.7554831540693913,,61,61,4,9,90.63292622566223,92.41639995574951,40
3,3,xgboost,"{""max_depth"": 3, ""learning_rate"": 0.05, ""subsample"": 0.6, ""colsample_bytree"": 0.4, ""reg_lambda"": 10.0, ""min_child_weight"": 20}",-0.7161403266819157,1.0,61,61,4,9,23.65681290626526,24.063028812408447,40
4,3,climatology,{},,,0,0,4,9,0.0,0.012924909591674805,0
4,3,persistence,"{""spei3_column"": ""spei3""}",,,0,0,4,9,0.0,2.193450927734375e-05,0
4,3,ar,"{""p"": 3, ""alpha"": 1.0}",,,3,3,4,9,0.0,0.056043148040771484,0
4,3,ols,{},,,60,60,4,9,0.0,0.4802229404449463,0
4,3,ridge,"{""alpha"": 1000.0}",-1.1523247003748223,,60,60,4,9,5.5026209354400635,5.910359144210815,13
4,3,lasso,"{""alpha"": 0.1}",-1.0209344756530134,,60,0,4,9,29.468710899353027,29.921743154525757,9
4,3,elasticnet,"{""alpha"": 1.0, ""l1_ratio"": 0.1}",-1.0209344756530134,,60,0,4,9,116.29920792579651,116.84222412109375,30
4,3,rf,"{""n_estimators"": 500, ""max_depth"": 3, ""min_samples_leaf"": 20, ""max_features"": 0.3}",-1.0183726514444873,,60,60,4,9,161.1177258491516,166.35024404525757,40
4,3,xgboost,"{""max_depth"": 3, ""learning_rate"": 0.1, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_lambda"": 1.0, ""min_child_weight"": 50}",-0.9423633477434235,14.0,60,60,4,9,31.982383966445923,32.5710928440094,40
5,3,climatology,{},,,0,0,9,14,0.0,0.015290975570678711,0
